#EEP   M/Mo  LogTeff   LogG  LogL/Lo     u       g       r       i       z  
  70  0.510917  3.7172  4.7114 -0.7430  8.5835  7.1759  6.5980  6.3920  6.3907
  71  0.514397  3.7199  4.7070 -0.7247  8.4925  7.1164  6.5499  6.3483  6.3503
  72  0.517797  3.7226  4.7026 -0.7068  8.4048  7.0585  6.5029  6.3057  6.3109
  73  0.521116  3.7252  4.6983 -0.6892  8.3201  7.0021  6.4572  6.2642  6.2725
  74  0.524360  3.7278  4.6939 -0.6719  8.2385  6.9471  6.4126  6.2236  6.2350
  75  0.527555  3.7302  4.6893 -0.6549  8.1600  6.8935  6.3689  6.1838  6.1980
  76  0.530682  3.7326  4.6846 -0.6382  8.0845  6.8411  6.3261  6.1448  6.1619
  77  0.533733  3.7349  4.6800 -0.6218  8.0116  6.7897  6.2843  6.1069  6.1267
  78  0.536728  3.7371  4.6753 -0.6056  7.9412  6.7395  6.2432  6.0697  6.0922
  79  0.539673  3.7393  4.6704 -0.5897  7.8731  6.6903  6.2030  6.0331  6.0582
  80  0.542562  3.7414  4.6655 -0.5740  7.8068  6.6423  6.1635  5.9971  6.0247
  81  0.545402  3.7435  4.6605 -0.5585  7.7425  6.5954  6.1247  5.9615  5.9915
  82  0.549491  3.7464  4.6530 -0.5361  7.6515  6.5282  6.0688  5.9102  5.9435
  83  0.553576  3.7493  4.6451 -0.5136  7.5623  6.4613  6.0129  5.8588  5.8953
  84  0.557643  3.7520  4.6369 -0.4910  7.4755  6.3948  5.9571  5.8073  5.8470
  85  0.561693  3.7547  4.6281 -0.4684  7.3908  6.3288  5.9013  5.7557  5.7984
  86  0.565726  3.7574  4.6191 -0.4457  7.3074  6.2630  5.8455  5.7039  5.7496
  87  0.569738  3.7600  4.6097 -0.4229  7.2253  6.1973  5.7894  5.6520  5.7005
  88  0.573725  3.7625  4.6001 -0.4000  7.1444  6.1318  5.7333  5.5999  5.6513
  89  0.577684  3.7650  4.5902 -0.3770  7.0651  6.0664  5.6770  5.5475  5.6017
  90  0.581607  3.7675  4.5799 -0.3540  6.9870  6.0012  5.6206  5.4949  5.5519
  91  0.585485  3.7700  4.5695 -0.3309  6.9099  5.9360  5.5642  5.4423  5.5019
  92  0.589308  3.7724  4.5590 -0.3077  6.8334  5.8710  5.5078  5.3897  5.4521
  93  0.593067  3.7748  4.5483 -0.2846  6.7576  5.8062  5.4516  5.3371  5.4022
  94  0.596751  3.7772  4.5375 -0.2615  6.6829  5.7416  5.3954  5.2847  5.3525
  95  0.600354  3.7796  4.5265 -0.2384  6.6096  5.6773  5.3393  5.2322  5.3026
  96  0.603873  3.7819  4.5153 -0.2153  6.5375  5.6133  5.2832  5.1798  5.2528
  97  0.607308  3.7842  4.5040 -0.1923  6.4667  5.5496  5.2271  5.1273  5.2029
  98  0.610653  3.7865  4.4924 -0.1694  6.3973  5.4862  5.1712  5.0749  5.1531
  99  0.613903  3.7887  4.4806 -0.1465  6.3293  5.4234  5.1156  5.0227  5.1033
 100  0.617054  3.7908  4.4685 -0.1238  6.2626  5.3612  5.0603  4.9707  5.0537
 101  0.620105  3.7928  4.4562 -0.1013  6.1974  5.2997  5.0054  4.9189  5.0042
 102  0.623056  3.7947  4.4436 -0.0789  6.1337  5.2392  4.9508  4.8672  4.9546
 103  0.625903  3.7965  4.4308 -0.0568  6.0713  5.1793  4.8968  4.8159  4.9053
 104  0.628654  3.7983  4.4177 -0.0349  6.0101  5.1203  4.8433  4.7651  4.8564
 105  0.631307  3.7999  4.4044 -0.0132  5.9498  5.0618  4.7904  4.7149  4.8082
 106  0.633868  3.8015  4.3909  0.0083  5.8904  5.0039  4.7383  4.6655  4.7606
 107  0.636342  3.8029  4.3772  0.0295  5.8323  4.9469  4.6867  4.6164  4.7133
 108  0.638735  3.8043  4.3633  0.0504  5.7756  4.8906  4.6355  4.5676  4.6662
 109  0.641053  3.8055  4.3492  0.0712  5.7202  4.8352  4.5847  4.5191  4.6193
 110  0.643303  3.8067  4.3349  0.0917  5.6662  4.7807  4.5342  4.4706  4.5723
 111  0.645491  3.8078  4.3205  0.1119  5.6136  4.7271  4.4841  4.4223  4.5252
 112  0.646173  3.8081  4.3159  0.1183  5.5970  4.7102  4.4683  4.4070  4.5103
 113  0.646853  3.8085  4.3113  0.1248  5.5802  4.6930  4.4521  4.3914  4.4952
 114  0.647528  3.8088  4.3067  0.1313  5.5634  4.6758  4.4360  4.3759  4.4801
 115  0.648199  3.8093  4.3021  0.1381  5.5459  4.6578  4.4194  4.3600  4.4647
 116  0.648867  3.8097  4.2975  0.1447  5.5285  4.6400  4.4029  4.3441  4.4493
 117  0.649534  3.8102  4.2930  0.1515  5.5109  4.6219  4.3861  4.3280  4.4338
 118  0.650198  3.8106  4.2885  0.1584  5.4931  4.6036  4.3692  4.3119  4.4182
 119  0.650860  3.8111  4.2838  0.1653  5.4752  4.5852  4.3522  4.2955  4.4024
 120  0.651518  3.8115  4.2789  0.1722  5.4573  4.5667  4.3349  4.2789  4.3863
 121  0.652172  3.8118  4.2737  0.1793  5.4393  4.5480  4.3173  4.2619  4.3697
 122  0.652820  3.8121  4.2682  0.1865  5.4212  4.5291  4.2994  4.2446  4.3527
 123  0.653463  3.8124  4.2624  0.1938  5.4029  4.5100  4.2813  4.2269  4.3354
 124  0.654101  3.8127  4.2564  0.2012  5.3845  4.4907  4.2629  4.2089  4.3178
 125  0.654735  3.8129  4.2503  0.2087  5.3659  4.4713  4.2442  4.1907  4.2998
 126  0.655364  3.8131  4.2440  0.2162  5.3471  4.4516  4.2254  4.1722  4.2816
 127  0.655990  3.8133  4.2376  0.2239  5.3283  4.4318  4.2064  4.1536  4.2633
 128  0.656612  3.8135  4.2311  0.2316  5.3093  4.4119  4.1872  4.1348  4.2447
 129  0.657230  3.8137  4.2244  0.2393  5.2903  4.3918  4.1678  4.1157  4.2259
 130  0.657844  3.8138  4.2175  0.2472  5.2711  4.3715  4.1482  4.0964  4.2067
 131  0.658453  3.8139  4.2105  0.2551  5.2517  4.3511  4.1284  4.0768  4.1873
 132  0.659057  3.8140  4.2033  0.2631  5.2322  4.3305  4.1083  4.0570  4.1677
 133  0.659655  3.8141  4.1957  0.2712  5.2127  4.3099  4.0880  4.0368  4.1476
 134  0.660246  3.8141  4.1879  0.2795  5.1929  4.2891  4.0673  4.0163  4.1270
 135  0.660832  3.8141  4.1799  0.2877  5.1731  4.2681  4.0465  3.9954  4.1062
 136  0.661410  3.8140  4.1717  0.2961  5.1531  4.2470  4.0253  3.9743  4.0849
 137  0.661982  3.8139  4.1631  0.3046  5.1329  4.2257  4.0039  3.9528  4.0633
 138  0.662547  3.8138  4.1544  0.3132  5.1127  4.2043  3.9822  3.9309  4.0414
 139  0.663103  3.8136  4.1453  0.3218  5.0923  4.1828  3.9603  3.9088  4.0190
 140  0.663652  3.8133  4.1360  0.3306  5.0718  4.1612  3.9380  3.8862  3.9962
 141  0.664192  3.8130  4.1264  0.3394  5.0511  4.1394  3.9155  3.8633  3.9730
 142  0.664722  3.8127  4.1164  0.3484  5.0304  4.1175  3.8928  3.8401  3.9494
 143  0.665243  3.8123  4.1061  0.3574  5.0097  4.0956  3.8698  3.8166  3.9254
 144  0.665754  3.8119  4.0955  0.3665  4.9890  4.0735  3.8466  3.7928  3.9011
 145  0.666254  3.8113  4.0846  0.3757  4.9682  4.0514  3.8232  3.7686  3.8763
 146  0.666743  3.8107  4.0732  0.3850  4.9475  4.0292  3.7995  3.7440  3.8510
 147  0.667221  3.8101  4.0615  0.3944  4.9268  4.0070  3.7755  3.7192  3.8254
 148  0.667687  3.8093  4.0493  0.4039  4.9063  3.9848  3.7514  3.6939  3.7993
 149  0.668140  3.8085  4.0367  0.4134  4.8859  3.9626  3.7270  3.6684  3.7728
 150  0.668581  3.8076  4.0237  0.4230  4.8656  3.9404  3.7025  3.6425  3.7459
 151  0.669009  3.8065  4.0103  0.4327  4.8454  3.9183  3.6778  3.6164  3.7186
 152  0.669424  3.8054  3.9964  0.4424  4.8254  3.8963  3.6528  3.5898  3.6908
 153  0.669825  3.8042  3.9819  0.4522  4.8055  3.8745  3.6277  3.5629  3.6624
 154  0.670214  3.8029  3.9670  0.4620  4.7859  3.8528  3.6024  3.5357  3.6337
 155  0.670588  3.8014  3.9515  0.4719  4.7666  3.8314  3.5770  3.5083  3.6045
 156  0.670950  3.7999  3.9356  0.4818  4.7478  3.8101  3.5515  3.4805  3.5750
 157  0.671298  3.7982  3.9192  0.4918  4.7295  3.7891  3.5259  3.4524  3.5450
 158  0.671633  3.7963  3.9018  0.5017  4.7126  3.7688  3.5002  3.4239  3.5142
 159  0.671955  3.7940  3.8830  0.5116  4.6974  3.7495  3.4745  3.3949  3.4826
 160  0.672264  3.7913  3.8627  0.5215  4.6843  3.7315  3.4490  3.3653  3.4500
 161  0.672560  3.7884  3.8415  0.5313  4.6726  3.7145  3.4236  3.3356  3.4169
 162  0.672833  3.7852  3.8193  0.5407  4.6644  3.7000  3.3994  3.3064  3.3839
 163  0.673102  3.7821  3.7977  0.5502  4.6552  3.6847  3.3741  3.2764  3.3503
 164  0.673369  3.7793  3.7767  0.5601  4.6453  3.6681  3.3481  3.2459  3.3166
 165  0.673631  3.7764  3.7552  0.5702  4.6365  3.6515  3.3217  3.2150  3.2823
 166  0.673889  3.7732  3.7324  0.5805  4.6298  3.6352  3.2951  3.1835  3.2472
 167  0.674143  3.7702  3.7099  0.5910  4.6230  3.6182  3.2679  3.1515  3.2116
 168  0.674395  3.7674  3.6879  0.6020  4.6150  3.6001  3.2397  3.1187  3.1755
 169  0.674642  3.7650  3.6670  0.6133  4.6040  3.5797  3.2107  3.0857  3.1396
 170  0.674884  3.7627  3.6462  0.6252  4.5912  3.5578  3.1809  3.0523  3.1035
 171  0.675118  3.7605  3.6253  0.6374  4.5766  3.5344  3.1502  3.0182  3.0669
 172  0.675344  3.7584  3.6042  0.6501  4.5609  3.5098  3.1184  2.9831  3.0294
 173  0.675561  3.7564  3.5832  0.6633  4.5435  3.4837  3.0855  2.9472  2.9912
 174  0.675769  3.7546  3.5624  0.6769  4.5243  3.4560  3.0516  2.9104  2.9522
 175  0.675968  3.7529  3.5419  0.6909  4.5033  3.4270  3.0168  2.8730  2.9129
 176  0.676160  3.7514  3.5216  0.7052  4.4806  3.3966  2.9812  2.8351  2.8732
 177  0.676344  3.7500  3.5017  0.7198  4.4562  3.3650  2.9450  2.7968  2.8332
 178  0.676523  3.7487  3.4819  0.7346  4.4308  3.3328  2.9083  2.7580  2.7930
 179  0.676696  3.7476  3.4624  0.7496  4.4043  3.2998  2.8712  2.7191  2.7527
 180  0.676865  3.7465  3.4432  0.7647  4.3766  3.2660  2.8337  2.6800  2.7123
 181  0.677030  3.7455  3.4241  0.7799  4.3482  3.2318  2.7960  2.6408  2.6719
 182  0.677178  3.7447  3.4069  0.7938  4.3216  3.2002  2.7615  2.6050  2.6350
 183  0.677325  3.7439  3.3897  0.8079  4.2940  3.1679  2.7264  2.5687  2.5978
 184  0.677472  3.7431  3.3725  0.8223  4.2656  3.1350  2.6908  2.5319  2.5601
 185  0.677618  3.7424  3.3553  0.8367  4.2367  3.1017  2.6550  2.4950  2.5223
 186  0.677764  3.7418  3.3381  0.8513  4.2070  3.0679  2.6188  2.4577  2.4841
 187  0.677910  3.7411  3.3209  0.8661  4.1765  3.0334  2.5821  2.4199  2.4456
 188  0.678054  3.7405  3.3036  0.8810  4.1457  2.9986  2.5450  2.3818  2.4067
 189  0.678198  3.7399  3.2861  0.8962  4.1142  2.9632  2.5072  2.3431  2.3672
 190  0.678341  3.7393  3.2684  0.9117  4.0820  2.9270  2.4689  2.3037  2.3271
 191  0.678483  3.7388  3.2506  0.9273  4.0491  2.8903  2.4301  2.2639  2.2866
 192  0.678624  3.7382  3.2325  0.9432  4.0155  2.8530  2.3906  2.2235  2.2454
 193  0.678764  3.7376  3.2143  0.9593  3.9813  2.8150  2.3505  2.1824  2.2037
 194  0.678903  3.7371  3.1958  0.9757  3.9466  2.7765  2.3100  2.1409  2.1615
 195  0.679041  3.7365  3.1773  0.9922  3.9114  2.7375  2.2690  2.0991  2.1190
 196  0.679177  3.7360  3.1582  1.0091  3.8749  2.6973  2.2269  2.0561  2.0753
 197  0.679311  3.7355  3.1388  1.0266  3.8373  2.6560  2.1836  2.0119  2.0305
 198  0.679442  3.7349  3.1186  1.0446  3.7983  2.6131  2.1388  1.9662  1.9841
 199  0.679569  3.7344  3.0978  1.0633  3.7582  2.5689  2.0926  1.9190  1.9362
 200  0.679693  3.7338  3.0763  1.0825  3.7170  2.5234  2.0450  1.8705  1.8870
 201  0.679813  3.7332  3.0543  1.1021  3.6747  2.4767  1.9963  1.8208  1.8365
 202  0.679931  3.7326  3.0319  1.1223  3.6314  2.4289  1.9464  1.7700  1.7849
 203  0.680046  3.7320  3.0089  1.1428  3.5871  2.3800  1.8955  1.7181  1.7323
 204  0.680157  3.7313  2.9854  1.1638  3.5424  2.3304  1.8436  1.6652  1.6785
 205  0.680266  3.7306  2.9613  1.1852  3.4972  2.2800  1.7908  1.6113  1.6237
 206  0.680371  3.7299  2.9367  1.2069  3.4516  2.2289  1.7372  1.5565  1.5680
 207  0.680473  3.7291  2.9117  1.2290  3.4053  2.1770  1.6826  1.5007  1.5112
 208  0.680572  3.7284  2.8863  1.2514  3.3583  2.1242  1.6272  1.4441  1.4536
 209  0.680668  3.7276  2.8604  1.2742  3.3110  2.0709  1.5710  1.3866  1.3952
 210  0.680761  3.7268  2.8342  1.2973  3.2631  2.0168  1.5141  1.3284  1.3359
 211  0.680850  3.7260  2.8077  1.3207  3.2148  1.9621  1.4564  1.2694  1.2759
 212  0.680937  3.7252  2.7807  1.3443  3.1661  1.9069  1.3981  1.2097  1.2151
 213  0.681020  3.7243  2.7535  1.3683  3.1171  1.8511  1.3392  1.1494  1.1536
 214  0.681100  3.7234  2.7259  1.3924  3.0677  1.7948  1.2796  1.0884  1.0915
 215  0.681177  3.7226  2.6980  1.4168  3.0181  1.7381  1.2196  1.0269  1.0288
 216  0.681251  3.7217  2.6698  1.4415  2.9683  1.6809  1.1590  0.9648  0.9656
 217  0.681264  3.7215  2.6647  1.4460  2.9592  1.6704  1.1479  0.9534  0.9540
 218  0.681277  3.7213  2.6595  1.4505  2.9499  1.6599  1.1367  0.9419  0.9423
 219  0.681290  3.7212  2.6543  1.4551  2.9407  1.6493  1.1255  0.9304  0.9306
 220  0.681303  3.7210  2.6490  1.4597  2.9315  1.6387  1.1143  0.9189  0.9188
 221  0.681316  3.7208  2.6438  1.4643  2.9222  1.6280  1.1030  0.9073  0.9070
 222  0.681329  3.7207  2.6385  1.4689  2.9130  1.6173  1.0916  0.8957  0.8952
 223  0.681341  3.7205  2.6332  1.4736  2.9036  1.6066  1.0802  0.8840  0.8832
 224  0.681354  3.7203  2.6278  1.4782  2.8942  1.5958  1.0687  0.8722  0.8712
 225  0.681367  3.7202  2.6225  1.4829  2.8849  1.5849  1.0573  0.8604  0.8592
 226  0.681379  3.7200  2.6171  1.4876  2.8755  1.5741  1.0457  0.8486  0.8471
 227  0.681492  3.7184  2.5666  1.5317  2.7875  1.4722  0.9373  0.7373  0.7338
 228  0.681595  3.7168  2.5165  1.5754  2.7013  1.3717  0.8301  0.6272  0.6214
 229  0.681694  3.7149  2.4633  1.6213  2.6140  1.2674  0.7170  0.5106  0.5024
 230  0.681779  3.7131  2.4127  1.6648  2.5337  1.1695  0.6100  0.4000  0.3894
 231  0.681857  3.7113  2.3627  1.7076  2.4558  1.0736  0.5049  0.2913  0.2783
 232  0.681929  3.7095  2.3120  1.7509  2.3778  0.9770  0.3989  0.1816  0.1660
 233  0.681998  3.7075  2.2598  1.7954  2.2981  0.8779  0.2902  0.0691  0.0508
 234  0.682058  3.7056  2.2102  1.8375  2.2231  0.7841  0.1878 -0.0369 -0.0579
 235  0.682113  3.7037  2.1606  1.8796  2.1489  0.6907  0.0857 -0.1426 -0.1663
 236  0.682163  3.7019  2.1114  1.9213  2.0762  0.5987 -0.0151 -0.2471 -0.2735
 237  0.682210  3.7000  2.0625  1.9626  2.0049  0.5080 -0.1148 -0.3507 -0.3798
 238  0.682253  3.6981  2.0147  2.0029  1.9352  0.4201 -0.2120 -0.4516 -0.4836
 239  0.682292  3.6962  1.9680  2.0421  1.8688  0.3361 -0.3059 -0.5494 -0.5844
 240  0.682328  3.6943  1.9242  2.0785  1.8085  0.2588 -0.3929 -0.6403 -0.6782
 241  0.682362  3.6928  1.8870  2.1095  1.7576  0.1931 -0.4670 -0.7176 -0.7580
 242  0.682394  3.6920  1.8657  2.1276  1.7263  0.1538 -0.5105 -0.7628 -0.8045
 243  0.682425  3.6913  1.8452  2.1453  1.6950  0.1151 -0.5532 -0.8070 -0.8498
 244  0.682457  3.6894  1.8019  2.1813  1.6397  0.0394 -0.6389 -0.8967 -0.9424
 245  0.682485  3.6872  1.7500  2.2240  1.5810 -0.0489 -0.7401 -1.0030 -1.0523
 246  0.682511  3.6849  1.6994  2.2657  1.5270 -0.1344 -0.8386 -1.1066 -1.1595
 247  0.682535  3.6827  1.6497  2.3065  1.4768 -0.2174 -0.9348 -1.2080 -1.2644
 248  0.682557  3.6805  1.6007  2.3468  1.4290 -0.2988 -1.0295 -1.3079 -1.3678
 249  0.682576  3.6784  1.5533  2.3858  1.3832 -0.3769 -1.1208 -1.4043 -1.4677
 250  0.682594  3.6763  1.5066  2.4241  1.3401 -0.4530 -1.2102 -1.4988 -1.5657
 251  0.682611  3.6741  1.4602  2.4617  1.3017 -0.5264 -1.2977 -1.5918 -1.6622
 252  0.682626  3.6719  1.4144  2.4987  1.2676 -0.5971 -1.3829 -1.6826 -1.7567
 253  0.682640  3.6697  1.3695  2.5348  1.2373 -0.6653 -1.4660 -1.7713 -1.8492
 254  0.682653  3.6675  1.3255  2.5702  1.2104 -0.7313 -1.5470 -1.8580 -1.9397
 255  0.682665  3.6654  1.2823  2.6048  1.1867 -0.7950 -1.6259 -1.9426 -2.0280
 256  0.682676  3.6632  1.2397  2.6388  1.1660 -0.8567 -1.7031 -2.0255 -2.1147
 257  0.682686  3.6611  1.1980  2.6721  1.1483 -0.9160 -1.7780 -2.1063 -2.1992
 258  0.682696  3.6590  1.1570  2.7047  1.1332 -0.9732 -1.8509 -2.1852 -2.2819
 259  0.682705  3.6569  1.1164  2.7369  1.1206 -1.0287 -1.9224 -2.2627 -2.3634
 260  0.682713  3.6548  1.0767  2.7682  1.1107 -1.0819 -1.9917 -2.3380 -2.4426
 261  0.682720  3.6528  1.0379  2.7989  1.1035 -1.1330 -2.0589 -2.4113 -2.5199
 262  0.682727  3.6507  0.9994  2.8290  1.0993 -1.1823 -2.1245 -2.4832 -2.5959
 263  0.682734  3.6486  0.9611  2.8588  1.1002 -1.2291 -2.1883 -2.5536 -2.6705
 264  0.682740  3.6464  0.9236  2.8877  1.1040 -1.2733 -2.2495 -2.6215 -2.7428
 265  0.682746  3.6443  0.8865  2.9162  1.1105 -1.3159 -2.3095 -2.6883 -2.8139
 266  0.682752  3.6422  0.8505  2.9438  1.1196 -1.3557 -2.3666 -2.7522 -2.8824
 267  0.682757  3.6401  0.8146  2.9713  1.1310 -1.3943 -2.4230 -2.8156 -2.9502
 268  0.682761  3.6380  0.7797  2.9980  1.1434 -1.4312 -2.4774 -2.8770 -3.0162
 269  0.682766  3.6360  0.7453  3.0243  1.1567 -1.4670 -2.5307 -2.9373 -3.0810
 270  0.682770  3.6341  0.7119  3.0499  1.1706 -1.5013 -2.5824 -2.9958 -3.1439
 271  0.682774  3.6321  0.6787  3.0754  1.1845 -1.5354 -2.6338 -3.0542 -3.2067
 272  0.682778  3.6303  0.6464  3.1002  1.1983 -1.5682 -2.6837 -3.1109 -3.2676
 273  0.682782  3.6285  0.6149  3.1246  1.2125 -1.5999 -2.7324 -3.1663 -3.3273
 274  0.682785  3.6267  0.5842  3.1483  1.2271 -1.6303 -2.7795 -3.2201 -3.3852
 275  0.682788  3.6250  0.5541  3.1716  1.2420 -1.6599 -2.8256 -3.2728 -3.4421
 276  0.682791  3.6234  0.5250  3.1943  1.2562 -1.6884 -2.8702 -3.3239 -3.4972
 277  0.682794  3.6218  0.4966  3.2164  1.2711 -1.7156 -2.9133 -3.3736 -3.5509
 278  0.682797  3.6204  0.4696  3.2375  1.2881 -1.7399 -2.9537 -3.4206 -3.6019
 279  0.682800  3.6191  0.4460  3.2561  1.3018 -1.7616 -2.9894 -3.4620 -3.6468
