#EEP   M/Mo  LogTeff   LogG  LogL/Lo     u       g       r       i       z  
  34  0.284855  3.5633  4.9621 -1.8631 14.2195 11.4899 10.0641  9.3569  9.0186
  35  0.287926  3.5638  4.9589 -1.8530 14.1851 11.4581 10.0341  9.3303  8.9941
  36  0.291442  3.5644  4.9550 -1.8416 14.1469 11.4226 10.0005  9.3001  8.9662
  37  0.295890  3.5650  4.9499 -1.8273 14.1001 11.3790  9.9592  9.2627  8.9314
  38  0.302576  3.5661  4.9420 -1.8056 14.0289 11.3125  9.8962  9.2057  8.8785
  39  0.341531  3.5756  4.8943 -1.6671 13.5351 10.8567  9.4716  8.8355  8.5456
  40  0.364007  3.5826  4.8632 -1.5804 13.2147 10.5628  9.2019  8.6029  8.3390
  41  0.377043  3.5872  4.8433 -1.5268 13.0113 10.3781  9.0346  8.4590  8.2116
  42  0.388613  3.5917  4.8253 -1.4777 12.8212 10.2064  8.8809  8.3271  8.0951
  43  0.399650  3.5963  4.8084 -1.4301 12.6334 10.0377  8.7319  8.1995  7.9825
  44  0.409684  3.6009  4.7934 -1.3860 12.4556  9.8789  8.5939  8.0815  7.8785
  45  0.418614  3.6053  4.7802 -1.3458 12.2900  9.7317  8.4687  7.9743  7.7835
  46  0.426678  3.6096  4.7685 -1.3087 12.1347  9.5941  8.3539  7.8759  7.6961
  47  0.434255  3.6139  4.7580 -1.2734 11.9839  9.4612  8.2450  7.7826  7.6131
  48  0.441596  3.6182  4.7482 -1.2391 11.8341  9.3298  8.1390  7.6919  7.5323
  49  0.449131  3.6228  4.7386 -1.2038 11.6779  9.1936  8.0306  7.5992  7.4496
  50  0.456644  3.6276  4.7297 -1.1684 11.5176  9.0532  7.9201  7.5058  7.3669
  51  0.463926  3.6327  4.7220 -1.1332 11.3514  8.9099  7.8094  7.4130  7.2852
  52  0.468681  3.6363  4.7172 -1.1100 11.2376  8.8136  7.7361  7.3517  7.2312
  53  0.473385  3.6399  4.7128 -1.0868 11.1201  8.7161  7.6627  7.2903  7.1773
  54  0.478041  3.6436  4.7088 -1.0636 10.9978  8.6172  7.5892  7.2291  7.1234
  55  0.482629  3.6473  4.7050 -1.0407 10.8689  8.5182  7.5165  7.1682  7.0699
  56  0.487152  3.6511  4.7014 -1.0178 10.7361  8.4188  7.4442  7.1077  7.0166
  57  0.491618  3.6550  4.6982 -0.9952 10.5993  8.3193  7.3725  7.0475  6.9635
  58  0.496007  3.6588  4.6950 -0.9729 10.4627  8.2221  7.3025  6.9883  6.9110
  59  0.500325  3.6627  4.6921 -0.9507 10.3234  8.1253  7.2332  6.9295  6.8589
  60  0.504585  3.6665  4.6891 -0.9289 10.1877  8.0319  7.1658  6.8715  6.8070
  61  0.508789  3.6702  4.6862 -0.9073 10.0515  7.9401  7.0995  6.8141  6.7555
  62  0.512932  3.6740  4.6832 -0.8860  9.9166  7.8507  7.0349  6.7577  6.7048
  63  0.517015  3.6776  4.6804 -0.8650  9.7821  7.7633  6.9716  6.7023  6.6549
  64  0.521035  3.6812  4.6775 -0.8444  9.6497  7.6787  6.9100  6.6481  6.6059
  65  0.525003  3.6848  4.6745 -0.8240  9.5143  7.5963  6.8502  6.5954  6.5580
  66  0.528909  3.6882  4.6715 -0.8040  9.3822  7.5166  6.7920  6.5439  6.5112
  67  0.532762  3.6915  4.6683 -0.7843  9.2545  7.4395  6.7351  6.4935  6.4653
  68  0.536568  3.6948  4.6650 -0.7649  9.1322  7.3651  6.6797  6.4441  6.4203
  69  0.540318  3.6979  4.6615 -0.7458  9.0163  7.2934  6.6256  6.3958  6.3761
  70  0.544026  3.7009  4.6578 -0.7271  8.9133  7.2251  6.5725  6.3482  6.3327
  71  0.547679  3.7039  4.6541 -0.7087  8.8191  7.1594  6.5205  6.3016  6.2902
  72  0.551296  3.7067  4.6500 -0.6905  8.7304  7.0962  6.4698  6.2559  6.2483
  73  0.554861  3.7094  4.6460 -0.6727  8.6451  7.0346  6.4200  6.2110  6.2073
  74  0.558379  3.7121  4.6419 -0.6550  8.5623  6.9746  6.3711  6.1668  6.1668
  75  0.561843  3.7148  4.6377 -0.6376  8.4815  6.9160  6.3233  6.1235  6.1271
  76  0.565255  3.7174  4.6335 -0.6204  8.3991  6.8584  6.2765  6.0811  6.0880
  77  0.568613  3.7199  4.6292 -0.6034  8.3160  6.8020  6.2308  6.0396  6.0497
  78  0.571923  3.7224  4.6248 -0.5867  8.2343  6.7467  6.1860  5.9988  6.0120
  79  0.575173  3.7248  4.6204 -0.5702  8.1545  6.6928  6.1422  5.9589  5.9751
  80  0.578368  3.7271  4.6159 -0.5540  8.0767  6.6402  6.0993  5.9197  5.9388
  81  0.581503  3.7293  4.6113 -0.5380  8.0009  6.5889  6.0573  5.8814  5.9031
  82  0.585660  3.7323  4.6049 -0.5168  7.9019  6.5213  6.0019  5.8305  5.8558
  83  0.589755  3.7351  4.5982 -0.4958  7.8072  6.4552  5.9473  5.7805  5.8092
  84  0.593785  3.7379  4.5914 -0.4750  7.7154  6.3904  5.8937  5.7313  5.7632
  85  0.597748  3.7405  4.5843 -0.4544  7.6269  6.3272  5.8410  5.6827  5.7177
  86  0.601637  3.7430  4.5769 -0.4341  7.5412  6.2653  5.7892  5.6347  5.6727
  87  0.605449  3.7455  4.5694 -0.4140  7.4584  6.2048  5.7382  5.5875  5.6283
  88  0.609191  3.7479  4.5617 -0.3941  7.3782  6.1454  5.6880  5.5409  5.5843
  89  0.612866  3.7501  4.5537 -0.3745  7.3010  6.0874  5.6383  5.4945  5.5405
  90  0.616476  3.7523  4.5455 -0.3549  7.2261  6.0302  5.5892  5.4486  5.4968
  91  0.620024  3.7544  4.5370 -0.3355  7.1532  5.9740  5.5406  5.4029  5.4535
  92  0.623507  3.7565  4.5283 -0.3163  7.0819  5.9185  5.4925  5.3577  5.4104
  93  0.626927  3.7584  4.5194 -0.2971  7.0125  5.8638  5.4448  5.3128  5.3675
  94  0.630280  3.7603  4.5101 -0.2781  6.9448  5.8098  5.3975  5.2681  5.3248
  95  0.633561  3.7621  4.5006 -0.2592  6.8784  5.7564  5.3507  5.2239  5.2824
  96  0.636772  3.7638  4.4909 -0.2404  6.8133  5.7036  5.3044  5.1801  5.2403
  97  0.639908  3.7655  4.4811 -0.2218  6.7487  5.6514  5.2587  5.1370  5.1989
  98  0.642967  3.7670  4.4708 -0.2033  6.6861  5.6000  5.2135  5.0941  5.1577
  99  0.645947  3.7685  4.4604 -0.1850  6.6249  5.5493  5.1688  5.0517  5.1168
 100  0.648848  3.7699  4.4498 -0.1669  6.5653  5.4993  5.1245  5.0095  5.0760
 101  0.651666  3.7712  4.4391 -0.1490  6.5071  5.4501  5.0807  4.9678  5.0357
 102  0.654404  3.7724  4.4281 -0.1313  6.4509  5.4019  5.0374  4.9264  4.9956
 103  0.657061  3.7736  4.4171 -0.1138  6.3960  5.3544  4.9946  4.8855  4.9559
 104  0.659640  3.7747  4.4060 -0.0966  6.3428  5.3077  4.9524  4.8450  4.9165
 105  0.662145  3.7757  4.3948 -0.0796  6.2909  5.2619  4.9108  4.8050  4.8775
 106  0.664584  3.7767  4.3836 -0.0628  6.2405  5.2169  4.8696  4.7654  4.8389
 107  0.666963  3.7776  4.3722 -0.0463  6.1917  5.1727  4.8290  4.7261  4.8006
 108  0.669289  3.7785  4.3608 -0.0300  6.1441  5.1293  4.7888  4.6873  4.7626
 109  0.671574  3.7792  4.3493 -0.0139  6.0982  5.0865  4.7490  4.6487  4.7247
 110  0.673829  3.7800  4.3378  0.0020  6.0534  5.0444  4.7096  4.6104  4.6872
 111  0.676010  3.7807  4.3265  0.0177  6.0092  5.0029  4.6707  4.5727  4.6503
 112  0.676814  3.7810  4.3223  0.0237  5.9921  4.9869  4.6559  4.5583  4.6362
 113  0.677617  3.7814  4.3181  0.0298  5.9747  4.9707  4.6408  4.5438  4.6220
 114  0.678422  3.7817  4.3139  0.0359  5.9572  4.9543  4.6257  4.5292  4.6078
 115  0.679227  3.7820  4.3095  0.0420  5.9398  4.9379  4.6104  4.5144  4.5933
 116  0.680031  3.7823  4.3049  0.0483  5.9224  4.9214  4.5949  4.4994  4.5786
 117  0.680832  3.7826  4.3001  0.0546  5.9050  4.9047  4.5792  4.4841  4.5635
 118  0.681630  3.7828  4.2951  0.0611  5.8875  4.8879  4.5632  4.4685  4.5481
 119  0.682426  3.7830  4.2899  0.0676  5.8700  4.8709  4.5470  4.4526  4.5324
 120  0.683220  3.7832  4.2846  0.0742  5.8523  4.8537  4.5306  4.4365  4.5165
 121  0.684011  3.7834  4.2792  0.0809  5.8346  4.8364  4.5140  4.4202  4.5004
 122  0.684801  3.7836  4.2737  0.0876  5.8168  4.8190  4.4973  4.4037  4.4841
 123  0.685587  3.7838  4.2680  0.0944  5.7988  4.8014  4.4803  4.3871  4.4676
 124  0.686368  3.7840  4.2623  0.1014  5.7805  4.7835  4.4631  4.3702  4.4509
 125  0.687151  3.7841  4.2566  0.1083  5.7623  4.7656  4.4458  4.3532  4.4340
 126  0.687933  3.7843  4.2507  0.1153  5.7440  4.7475  4.4284  4.3360  4.4170
 127  0.688713  3.7844  4.2447  0.1223  5.7258  4.7295  4.4109  4.3187  4.3998
 128  0.689491  3.7845  4.2386  0.1295  5.7074  4.7112  4.3932  4.3012  4.3824
 129  0.690266  3.7847  4.2323  0.1366  5.6890  4.6929  4.3753  4.2836  4.3649
 130  0.691038  3.7847  4.2259  0.1439  5.6706  4.6745  4.3573  4.2657  4.3471
 131  0.691806  3.7848  4.2193  0.1512  5.6523  4.6560  4.3391  4.2476  4.3290
 132  0.692569  3.7848  4.2125  0.1585  5.6339  4.6375  4.3207  4.2293  4.3107
 133  0.693328  3.7848  4.2056  0.1660  5.6155  4.6188  4.3022  4.2108  4.2922
 134  0.694082  3.7848  4.1984  0.1734  5.5972  4.6000  4.2835  4.1921  4.2734
 135  0.694829  3.7847  4.1911  0.1810  5.5788  4.5811  4.2646  4.1731  4.2543
 136  0.695571  3.7846  4.1836  0.1886  5.5605  4.5622  4.2455  4.1539  4.2350
 137  0.696306  3.7845  4.1759  0.1963  5.5422  4.5432  4.2263  4.1345  4.2155
 138  0.697034  3.7844  4.1679  0.2041  5.5240  4.5242  4.2069  4.1149  4.1957
 139  0.697756  3.7842  4.1598  0.2119  5.5058  4.5051  4.1873  4.0951  4.1756
 140  0.698468  3.7839  4.1513  0.2198  5.4878  4.4860  4.1675  4.0750  4.1552
 141  0.699173  3.7836  4.1426  0.2278  5.4701  4.4669  4.1476  4.0546  4.1345
 142  0.699869  3.7833  4.1337  0.2358  5.4523  4.4477  4.1275  4.0341  4.1136
 143  0.700556  3.7829  4.1244  0.2438  5.4349  4.4287  4.1073  4.0133  4.0923
 144  0.701234  3.7824  4.1149  0.2520  5.4177  4.4096  4.0869  3.9922  4.0708
 145  0.701901  3.7819  4.1052  0.2601  5.4005  4.3905  4.0664  3.9710  4.0490
 146  0.702559  3.7813  4.0949  0.2683  5.3841  4.3717  4.0458  3.9495  4.0268
 147  0.703205  3.7807  4.0846  0.2766  5.3677  4.3528  4.0250  3.9278  4.0044
 148  0.703842  3.7800  4.0738  0.2849  5.3519  4.3341  4.0041  3.9058  3.9817
 149  0.704466  3.7792  4.0629  0.2933  5.3361  4.3153  3.9830  3.8837  3.9587
 150  0.705079  3.7785  4.0518  0.3017  5.3206  4.2966  3.9619  3.8614  3.9356
 151  0.705682  3.7776  4.0404  0.3101  5.3058  4.2779  3.9405  3.8388  3.9121
 152  0.706272  3.7768  4.0288  0.3186  5.2916  4.2593  3.9190  3.8160  3.8884
 153  0.706851  3.7758  4.0168  0.3271  5.2784  4.2409  3.8973  3.7929  3.8642
 154  0.707418  3.7747  4.0042  0.3356  5.2663  4.2230  3.8756  3.7695  3.8397
 155  0.707973  3.7735  3.9914  0.3441  5.2547  4.2051  3.8538  3.7460  3.8150
 156  0.708516  3.7722  3.9779  0.3527  5.2447  4.1878  3.8319  3.7222  3.7897
 157  0.709047  3.7709  3.9642  0.3613  5.2354  4.1707  3.8099  3.6983  3.7643
 158  0.709567  3.7693  3.9498  0.3698  5.2279  4.1542  3.7879  3.6740  3.7384
 159  0.710076  3.7676  3.9346  0.3784  5.2226  4.1386  3.7660  3.6494  3.7119
 160  0.710574  3.7656  3.9186  0.3869  5.2195  4.1238  3.7440  3.6246  3.6850
 161  0.711057  3.7635  3.9020  0.3954  5.2181  4.1097  3.7222  3.5996  3.6578
 162  0.711562  3.7610  3.8830  0.4044  5.2195  4.0965  3.6997  3.5731  3.6285
 163  0.712060  3.7581  3.8625  0.4139  5.2224  4.0831  3.6761  3.5452  3.5974
 164  0.712554  3.7550  3.8404  0.4239  5.2269  4.0695  3.6515  3.5158  3.5645
 165  0.713038  3.7518  3.8167  0.4348  5.2322  4.0550  3.6252  3.4844  3.5294
 166  0.713509  3.7485  3.7918  0.4468  5.2364  4.0383  3.5964  3.4504  3.4916
 167  0.713962  3.7452  3.7657  0.4602  5.2385  4.0185  3.5645  3.4134  3.4507
 168  0.714392  3.7422  3.7390  0.4750  5.2356  3.9945  3.5293  3.3733  3.4071
 169  0.714797  3.7395  3.7125  0.4911  5.2261  3.9660  3.4908  3.3306  3.3612
 170  0.715178  3.7372  3.6863  0.5082  5.2105  3.9334  3.4496  3.2856  3.3134
 171  0.715537  3.7352  3.6605  0.5263  5.1893  3.8975  3.4062  3.2390  3.2644
 172  0.715879  3.7335  3.6352  0.5449  5.1634  3.8588  3.3612  3.1913  3.2145
 173  0.716205  3.7320  3.6104  0.5640  5.1338  3.8180  3.3150  3.1427  3.1641
 174  0.716519  3.7307  3.5861  0.5834  5.1015  3.7754  3.2678  3.0935  3.1133
 175  0.716824  3.7296  3.5622  0.6030  5.0663  3.7315  3.2199  3.0438  3.0623
 176  0.717120  3.7287  3.5387  0.6229  5.0291  3.6865  3.1715  2.9939  3.0111
 177  0.717409  3.7278  3.5155  0.6428  4.9902  3.6407  3.1227  2.9437  2.9598
 178  0.717693  3.7270  3.4924  0.6629  4.9502  3.5944  3.0736  2.8933  2.9084
 179  0.717972  3.7262  3.4694  0.6830  4.9097  3.5478  3.0244  2.8428  2.8569
 180  0.718247  3.7255  3.4465  0.7032  4.8682  3.5008  2.9749  2.7922  2.8053
 181  0.718516  3.7248  3.4236  0.7234  4.8261  3.4534  2.9252  2.7414  2.7536
 182  0.718695  3.7244  3.4081  0.7373  4.7969  3.4209  2.8912  2.7067  2.7183
 183  0.718874  3.7240  3.3924  0.7514  4.7672  3.3878  2.8567  2.6714  2.6825
 184  0.719053  3.7235  3.3765  0.7657  4.7366  3.3540  2.8214  2.6354  2.6459
 185  0.719232  3.7231  3.3603  0.7803  4.7057  3.3198  2.7857  2.5990  2.6088
 186  0.719409  3.7226  3.3437  0.7952  4.6740  3.2848  2.7492  2.5617  2.5710
 187  0.719587  3.7222  3.3268  0.8104  4.6416  3.2490  2.7118  2.5235  2.5322
 188  0.719762  3.7218  3.3095  0.8261  4.6076  3.2119  2.6733  2.4843  2.4924
 189  0.719936  3.7213  3.2915  0.8424  4.5725  3.1734  2.6331  2.4434  2.4508
 190  0.720108  3.7208  3.2725  0.8596  4.5357  3.1330  2.5910  2.4004  2.4072
 191  0.720277  3.7203  3.2527  0.8775  4.4972  3.0907  2.5470  2.3555  2.3616
 192  0.720442  3.7198  3.2319  0.8963  4.4567  3.0465  2.5009  2.3085  2.3139
 193  0.720605  3.7192  3.2102  0.9158  4.4151  3.0006  2.4530  2.2595  2.2641
 194  0.720765  3.7187  3.1878  0.9360  4.3719  2.9532  2.4035  2.2090  2.2128
 195  0.720922  3.7181  3.1648  0.9568  4.3273  2.9043  2.3525  2.1570  2.1599
 196  0.721076  3.7175  3.1409  0.9783  4.2818  2.8540  2.2998  2.1032  2.1052
 197  0.721227  3.7168  3.1162  1.0004  4.2348  2.8023  2.2456  2.0478  2.0489
 198  0.721375  3.7161  3.0909  1.0231  4.1871  2.7494  2.1901  1.9910  1.9911
 199  0.721519  3.7154  3.0648  1.0464  4.1373  2.6950  2.1331  1.9326  1.9317
 200  0.721660  3.7147  3.0380  1.0703  4.0863  2.6393  2.0747  1.8728  1.8708
 201  0.721797  3.7139  3.0104  1.0948  4.0345  2.5824  2.0149  1.8116  1.8084
 202  0.721930  3.7130  2.9819  1.1200  3.9824  2.5246  1.9538  1.7489  1.7444
 203  0.722060  3.7121  2.9526  1.1456  3.9298  2.4658  1.8915  1.6849  1.6790
 204  0.722185  3.7111  2.9225  1.1718  3.8765  2.4058  1.8279  1.6195  1.6122
 205  0.722306  3.7100  2.8916  1.1986  3.8228  2.3449  1.7631  1.5528  1.5439
 206  0.722423  3.7090  2.8602  1.2258  3.7686  2.2831  1.6973  1.4850  1.4745
 207  0.722536  3.7078  2.8280  1.2535  3.7140  2.2204  1.6303  1.4160  1.4038
 208  0.722644  3.7066  2.7952  1.2817  3.6592  2.1570  1.5625  1.3460  1.3320
 209  0.722748  3.7054  2.7617  1.3103  3.6042  2.0927  1.4936  1.2749  1.2591
 210  0.722848  3.7042  2.7278  1.3393  3.5491  2.0278  1.4240  1.2029  1.1852
 211  0.722943  3.7029  2.6933  1.3687  3.4941  1.9623  1.3535  1.1300  1.1103
 212  0.723034  3.7015  2.6582  1.3985  3.4394  1.8963  1.2822  1.0563  1.0346
 213  0.723121  3.7002  2.6227  1.4285  3.3851  1.8299  1.2103  0.9818  0.9580
 214  0.723204  3.6988  2.5868  1.4589  3.3318  1.7631  1.1378  0.9065  0.8806
 215  0.723282  3.6973  2.5504  1.4895  3.2823  1.6962  1.0643  0.8303  0.8023
 216  0.723357  3.6958  2.5136  1.5204  3.2337  1.6292  0.9904  0.7533  0.7233
 217  0.723368  3.6956  2.5081  1.5249  3.2266  1.6193  0.9795  0.7420  0.7116
 218  0.723379  3.6954  2.5027  1.5295  3.2196  1.6095  0.9686  0.7307  0.7000
 219  0.723389  3.6951  2.4972  1.5341  3.2127  1.5996  0.9577  0.7192  0.6882
 220  0.723400  3.6949  2.4917  1.5387  3.2058  1.5898  0.9467  0.7078  0.6764
 221  0.723410  3.6947  2.4861  1.5433  3.1990  1.5799  0.9357  0.6963  0.6646
 222  0.723421  3.6944  2.4805  1.5479  3.1921  1.5700  0.9246  0.6847  0.6527
 223  0.723431  3.6942  2.4749  1.5526  3.1854  1.5601  0.9135  0.6731  0.6407
 224  0.723442  3.6939  2.4692  1.5573  3.1785  1.5501  0.9023  0.6614  0.6287
 225  0.723452  3.6937  2.4635  1.5620  3.1718  1.5401  0.8912  0.6497  0.6167
 226  0.723462  3.6934  2.4578  1.5667  3.1651  1.5301  0.8799  0.6380  0.6045
 227  0.723560  3.6909  2.4008  1.6136  3.0996  1.4309  0.7681  0.5210  0.4840
 228  0.723647  3.6884  2.3454  1.6591  3.0393  1.3355  0.6601  0.4076  0.3672
 229  0.723728  3.6858  2.2897  1.7046  2.9821  1.2412  0.5523  0.2943  0.2503
 230  0.723802  3.6834  2.2362  1.7481  2.9293  1.1516  0.4495  0.1861  0.1386
 231  0.723867  3.6811  2.1884  1.7871  2.8829  1.0719  0.3579  0.0895  0.0388
 232  0.723930  3.6793  2.1492  1.8190  2.8421  1.0064  0.2831  0.0107 -0.0427
 233  0.723989  3.6789  2.1352  1.8313  2.8214  0.9794  0.2537 -0.0197 -0.0739
 234  0.724051  3.6787  2.1257  1.8401  2.8041  0.9590  0.2322 -0.0417 -0.0961
 235  0.724112  3.6761  2.0715  1.8841  2.7497  0.8698  0.1299 -0.1497 -0.2080
 236  0.724168  3.6730  2.0084  1.9348  2.6922  0.7691  0.0130 -0.2736 -0.3369
 237  0.724219  3.6698  1.9461  1.9844  2.6411  0.6730 -0.0998 -0.3938 -0.4622
 238  0.724263  3.6666  1.8853  2.0325  2.5959  0.5813 -0.2085 -0.5100 -0.5837
 239  0.724303  3.6635  1.8266  2.0788  2.5562  0.4946 -0.3122 -0.6212 -0.7002
 240  0.724340  3.6604  1.7678  2.1250  2.5206  0.4092 -0.4153 -0.7321 -0.8164
 241  0.724372  3.6573  1.7110  2.1696  2.4897  0.3281 -0.5140 -0.8385 -0.9281
 242  0.724402  3.6543  1.6548  2.2136  2.4623  0.2494 -0.6107 -0.9430 -1.0380
 243  0.724428  3.6513  1.6001  2.2563  2.4382  0.1738 -0.7044 -1.0443 -1.1446
 244  0.724453  3.6483  1.5460  2.2983  2.4175  0.1007 -0.7958 -1.1437 -1.2494
 245  0.724475  3.6452  1.4926  2.3397  2.4008  0.0302 -0.8851 -1.2410 -1.3522
 246  0.724495  3.6422  1.4402  2.3800  2.3896 -0.0361 -0.9709 -1.3350 -1.4518
 247  0.724513  3.6392  1.3886  2.4194  2.3828 -0.0994 -1.0541 -1.4266 -1.5491
 248  0.724530  3.6362  1.3380  2.4580  2.3792 -0.1599 -1.1346 -1.5157 -1.6440
 249  0.724545  3.6332  1.2885  2.4957  2.3785 -0.2174 -1.2122 -1.6020 -1.7362
 250  0.724559  3.6302  1.2393  2.5330  2.3811 -0.2729 -1.2882 -1.6871 -1.8274
 251  0.724572  3.6273  1.1917  2.5691  2.3860 -0.3251 -1.3606 -1.7687 -1.9152
 252  0.724584  3.6245  1.1448  2.6045  2.3935 -0.3749 -1.4309 -1.8484 -2.0013
 253  0.724595  3.6216  1.0985  2.6395  2.4039 -0.4225 -1.4996 -1.9264 -2.0858
 254  0.724605  3.6189  1.0536  2.6734  2.4167 -0.4672 -1.5656 -2.0017 -2.1676
 255  0.724615  3.6162  1.0093  2.7068  2.4311 -0.5100 -1.6298 -2.0756 -2.2481
 256  0.724623  3.6134  0.9657  2.7395  2.4485 -0.5498 -1.6912 -2.1470 -2.3265
 257  0.724631  3.6107  0.9231  2.7713  2.4671 -0.5873 -1.7500 -2.2161 -2.4028
 258  0.724639  3.6081  0.8811  2.8027  2.4865 -0.6229 -1.8067 -2.2837 -2.4778
 259  0.724646  3.6055  0.8402  2.8333  2.5059 -0.6566 -1.8611 -2.3490 -2.5508
 260  0.724653  3.6030  0.8001  2.8632  2.5260 -0.6883 -1.9130 -2.4124 -2.6221
 261  0.724659  3.6005  0.7606  2.8927  2.5465 -0.7187 -1.9640 -2.4744 -2.6920
 262  0.724664  3.5980  0.7223  2.9213  2.5668 -0.7474 -2.0129 -2.5342 -2.7599
 263  0.724670  3.5957  0.6847  2.9494  2.5868 -0.7746 -2.0597 -2.5925 -2.8265
 264  0.724675  3.5933  0.6479  2.9769  2.6070 -0.7997 -2.1039 -2.6489 -2.8916
 265  0.724679  3.5910  0.6118  3.0038  2.6270 -0.8230 -2.1456 -2.7034 -2.9551
 266  0.724684  3.5888  0.5764  3.0303  2.6464 -0.8447 -2.1852 -2.7565 -3.0175
 267  0.724688  3.5866  0.5416  3.0563  2.6648 -0.8652 -2.2227 -2.8083 -3.0789
 268  0.724692  3.5844  0.5076  3.0816  2.6836 -0.8832 -2.2572 -2.8580 -3.1386
 269  0.724696  3.5823  0.4743  3.1064  2.7046 -0.8979 -2.2884 -2.9058 -3.1971
 270  0.724699  3.5801  0.4413  3.1308  2.7261 -0.9103 -2.3170 -2.9522 -3.2548
 271  0.724703  3.5781  0.4093  3.1545  2.7453 -0.9227 -2.3450 -2.9974 -3.3114
 272  0.724706  3.5759  0.3772  3.1778  2.7680 -0.9305 -2.3685 -3.0402 -3.3668
 273  0.724709  3.5737  0.3459  3.2005  2.7884 -0.9372 -2.3895 -3.0813 -3.4208
 274  0.724712  3.5717  0.3156  3.2228  2.8043 -0.9449 -2.4099 -3.1218 -3.4739
 275  0.724714  3.5698  0.2861  3.2446  2.8191 -0.9509 -2.4272 -3.1605 -3.5254
 276  0.724717  3.5679  0.2571  3.2659  2.8327 -0.9553 -2.4419 -3.1977 -3.5758
 277  0.724719  3.5660  0.2290  3.2866  2.8450 -0.9582 -2.4537 -3.2329 -3.6243
 278  0.724722  3.5642  0.2020  3.3064  2.8561 -0.9594 -2.4624 -3.2659 -3.6707
 279  0.724724  3.5627  0.1784  3.3239  2.8637 -0.9608 -2.4695 -3.2951 -3.7116
